,Sim,Power4,CellTemp4,Rear4,Front4,DNI,DHI,Alb,index,datetimes,Year,Month,Hour,Minutes
0,0,0,0,0,1.66019,,,0.99,0,2022-01-01 00:00:00,2022,1,0,1.46122
1,0,0,0,0,1.66764,,,0.99,1,2022-01-01 01:00:00,2022,1,1,1.55508
2,0,0,0,0,1.68676,,,0.99,2,2022-01-01 02:00:00,2022,1,2,0.916365
3,0,0,0,0,1.68982,,,0.99,3,2022-01-01 03:00:00,2022,1,3,0.793712
4,0,0,0,0,1.69924,,,0.99,4,2022-01-01 04:00:00,2022,1,4,0.565092
5,0,0,0,0,1.71474,,,0.99,5,2022-01-01 05:00:00,2022,1,5,0.789073
6,0,0,0,0,1.71375,,,0.99,6,2022-01-01 06:00:00,2022,1,6,0.803345
7,0,0.00320593,-14.6499,1.30984,3.21002,,,0.99,7,2022-01-01 07:00:00,2022,1,7,0.85031
8,0,0.0106419,-14.0175,6.56632,10.355,,,0.938684,8,2022-01-01 08:00:00,2022,1,8,0.541232
9,0,0.012423,-13.4718,6.85083,12.0715,,,0.946601,9,2022-01-01 09:00:00,2022,1,9,0.658062
10,0,0.0180008,-12.5463,8.39419,17.4348,,,0.928203,10,2022-01-01 10:00:00,2022,1,10,0.884127
11,0,0.0220525,-11.5423,10.1897,21.3354,,,0.907926,11,2022-01-01 11:00:00,2022,1,11,0.854774
12,0,0.0273512,-10.8326,12.3734,26.4263,,,0.899597,12,2022-01-01 12:00:00,2022,1,12,0.820176
13,0,0.033921,-7.98889,15.6954,32.7791,,,0.891669,13,2022-01-01 13:00:00,2022,1,13,0.522773
14,0,0.026791,-8.61296,11.4927,25.9352,,,0.75438,14,2022-01-01 14:00:00,2022,1,14,0.647129
15,0,0.0313936,-8.85739,10.1555,30.338,,,0.468635,15,2022-01-01 15:00:00,2022,1,15,0.421807
16,0,0.00742518,-12.382,2.4784,7.29695,,,0.99,16,2022-01-01 16:00:00,2022,1,16,0.967179
17,0,0,0,0,1.70589,,,0.99,17,2022-01-01 17:00:00,2022,1,17,1.13678
18,0,0,0,0,1.7235,,,0.99,18,2022-01-01 18:00:00,2022,1,18,0.978328
19,0,0,0,0,1.74368,,,0.99,19,2022-01-01 19:00:00,2022,1,19,1.64087
20,0,0,0,0,1.71413,,,0.99,20,2022-01-01 20:00:00,2022,1,20,3.45669
21,0,0,0,0,1.67882,,,0.99,21,2022-01-01 21:00:00,2022,1,21,5.26359
22,0,0,0,0,1.66898,,,0.99,22,2022-01-01 22:00:00,2022,1,22,7.14599
23,0,0,0,0,1.65619,,,0.99,23,2022-01-01 23:00:00,2022,1,23,7.14539
24,0,0,0,0,1.64637,,,0.99,24,2022-01-02 00:00:00,2022,1,0,5.89921
25,0,0,0,0,1.64642,,,0.99,25,2022-01-02 01:00:00,2022,1,1,5.49799
26,0,0,0,0,1.6323,,,0.99,26,2022-01-02 02:00:00,2022,1,2,5.92871
27,0,0,0,0,1.62061,,,0.99,27,2022-01-02 03:00:00,2022,1,3,5.53581
28,0,0,0,0,1.60881,,,0.99,28,2022-01-02 04:00:00,2022,1,4,7.57118
29,0,0,0,0,1.6048,,,0.99,29,2022-01-02 05:00:00,2022,1,5,7.69204
30,0,0,0,0,1.61066,,,0.99,30,2022-01-02 06:00:00,2022,1,6,7.79443
31,0,0.0265404,-0.826923,11.7272,26.032,,,0.99,31,2022-01-02 07:00:00,2022,1,7,5.89092
32,0,0.419957,7.04612,18.9645,403.345,,,0.891738,32,2022-01-02 08:00:00,2022,1,8,4.34928
33,0,0.641739,14.4202,92.6939,620.402,,,0.905369,33,2022-01-02 09:00:00,2022,1,9,3.27816
34,0,0.613916,17.8587,132.493,596.562,,,0.896613,34,2022-01-02 10:00:00,2022,1,10,2.67714
35,0,0.543198,19.1447,177.337,529.024,,,0.840481,35,2022-01-02 11:00:00,2022,1,11,2.32942
36,0,0.530412,19.3369,157.103,516.776,,,0.727401,36,2022-01-02 12:00:00,2022,1,12,1.85422
37,0,0.581064,24.0467,94.8814,573.344,,,0.591993,37,2022-01-02 13:00:00,2022,1,13,1.32811
38,0,0.622669,28.1327,38.8325,623.543,,,0.286457,38,2022-01-02 14:00:00,2022,1,14,0.999975
39,0,0.465441,24.0168,6.26946,459.392,,,0.133937,39,2022-01-02 15:00:00,2022,1,15,0.660433
40,0,0.0516532,6.83143,5.41355,50.8278,,,0.442055,40,2022-01-02 16:00:00,2022,1,16,0.695553
41,0,0,0,0,1.78474,,,0.99,41,2022-01-02 17:00:00,2022,1,17,1.71005
42,0,0,0,0,1.57882,,,0.99,42,2022-01-02 18:00:00,2022,1,18,1.24276
43,0,0,0,0,1.6078,,,0.99,43,2022-01-02 19:00:00,2022,1,19,1.20271
44,0,0,0,0,1.60322,,,0.99,44,2022-01-02 20:00:00,2022,1,20,1.3169
45,0,0,0,0,1.59346,,,0.99,45,2022-01-02 21:00:00,2022,1,21,1.18532
46,0,0,0,0,1.60196,,,0.99,46,2022-01-02 22:00:00,2022,1,22,1.16026
47,0,0,0,0,1.59128,,,0.99,47,2022-01-02 23:00:00,2022,1,23,1.54102
48,0,0,0,0,1.59804,,,0.99,48,2022-01-03 00:00:00,2022,1,0,1.29678
49,0,0,0,0,1.60568,,,0.99,49,2022-01-03 01:00:00,2022,1,1,1.0488
50,0,0,0,0,1.62435,,,0.99,50,2022-01-03 02:00:00,2022,1,2,1.3124
51,0,0,0,0,1.62972,,,0.99,51,2022-01-03 03:00:00,2022,1,3,1.4798
52,0,0,0,0,1.59931,,,0.99,52,2022-01-03 04:00:00,2022,1,4,1.39033
53,0,0,0,0,1.57591,,,0.99,53,2022-01-03 05:00:00,2022,1,5,1.65066
54,0,0,0,0,1.56645,,,0.99,54,2022-01-03 06:00:00,2022,1,6,2.10512
55,0,0.0156536,2.22645,6.59852,15.8089,,,0.99,55,2022-01-03 07:00:00,2022,1,7,1.26298
56,0,0.075869,2.4585,18.9735,73.4327,,,0.553888,56,2022-01-03 08:00:00,2022,1,8,1.4921
57,0,0.215304,9.47843,45.8245,207.762,,,0.555063,57,2022-01-03 09:00:00,2022,1,9,1.58292
58,0,0.578836,22.9497,86.2449,569.186,,,0.530391,58,2022-01-03 10:00:00,2022,1,10,1.5221
59,0,0.511243,25.1404,94.2131,506.359,,,0.45633,59,2022-01-03 11:00:00,2022,1,11,0.781584
60,0,0.544234,31.5318,100.426,551.533,,,0.422192,60,2022-01-03 12:00:00,2022,1,12,0.564078
61,0,0.583825,33.0763,71.2492,595.074,,,0.356966,61,2022-01-03 13:00:00,2022,1,13,0.663902
62,0,0.451529,28.5584,35.9729,453.021,,,0.257477,62,2022-01-03 14:00:00,2022,1,14,0.619435
63,0,0.218873,18.3633,11.2516,214.652,,,0.249081,63,2022-01-03 15:00:00,2022,1,15,0.42766
64,0,0.0754283,11.5063,13.5672,74.4768,,,0.99,64,2022-01-03 16:00:00,2022,1,16,0.809778
65,0,0,0,0,1.64423,,,0.99,65,2022-01-03 17:00:00,2022,1,17,1.35152
66,0,0,0,0,1.54989,,,0.99,66,2022-01-03 18:00:00,2022,1,18,1.08432
67,0,0,0,0,1.55863,,,0.99,67,2022-01-03 19:00:00,2022,1,19,1.67336
68,0,0,0,0,1.55675,,,0.99,68,2022-01-03 20:00:00,2022,1,20,1.2443
69,0,0,0,0,1.57763,,,0.99,69,2022-01-03 21:00:00,2022,1,21,1.1015
70,0,0,0,0,1.56988,,,0.99,70,2022-01-03 22:00:00,2022,1,22,1.26989
71,0,0,0,0,1.57787,,,0.99,71,2022-01-03 23:00:00,2022,1,23,1.39563
72,0,0,0,0,1.56204,,,0.99,72,2022-01-04 00:00:00,2022,1,0,1.55399
73,0,0,0,0,1.5587,,,0.99,73,2022-01-04 01:00:00,2022,1,1,1.15132
74,0,0,0,0,1.58662,,,0.99,74,2022-01-04 02:00:00,2022,1,2,1.5294
75,0,0,0,0,1.5733,,,0.99,75,2022-01-04 03:00:00,2022,1,3,1.6677
76,0,0,0,0,1.57302,,,0.99,76,2022-01-04 04:00:00,2022,1,4,1.66838
77,0,0,0,0,1.56225,,,0.99,77,2022-01-04 05:00:00,2022,1,5,1.79136
78,0,0,0,0,1.51938,,,0.99,78,2022-01-04 06:00:00,2022,1,6,2.46138
79,0,0.0126542,4.98765,4.77122,13.0295,,,0.99,79,2022-01-04 07:00:00,2022,1,7,2.78527
80,0,0.137219,8.4987,10.7201,132.871,,,0.370959,80,2022-01-04 08:00:00,2022,1,8,6.15172
81,0,0.332405,11.3966,46.3431,320.494,,,0.386578,81,2022-01-04 09:00:00,2022,1,9,8.12503
82,0,0.336699,11.9351,50.5718,324.799,,,0.34845,82,2022-01-04 10:00:00,2022,1,10,7.2495
83,0,0.407462,12.4378,59.0449,392.978,,,0.338471,83,2022-01-04 11:00:00,2022,1,11,8.55796
84,0,0.500116,13.5184,66.19,482.747,,,0.318185,84,2022-01-04 12:00:00,2022,1,12,7.99925
85,0,0.615151,14.9187,56.0178,594.991,,,0.2966,85,2022-01-04 13:00:00,2022,1,13,7.21011
86,0,0.641055,18.0092,33.1116,623.23,,,0.159637,86,2022-01-04 14:00:00,2022,1,14,4.43099
87,0,0.267828,11.2787,6.56914,258.531,,,0.0989682,87,2022-01-04 15:00:00,2022,1,15,3.56748
88,0,0.0121746,5.41212,5.19484,12.5766,,,0.99,88,2022-01-04 16:00:00,2022,1,16,2.7321
89,0,0,0,0,1.64258,,,0.99,89,2022-01-04 17:00:00,2022,1,17,1.90654
90,0,0,0,0,1.54005,,,0.99,90,2022-01-04 18:00:00,2022,1,18,1.68465
91,0,0,0,0,1.55198,,,0.99,91,2022-01-04 19:00:00,2022,1,19,1.46168
92,0,0,0,0,1.53319,,,0.99,92,2022-01-04 20:00:00,2022,1,20,3.37401
93,0,0,0,0,1.55344,,,0.99,93,2022-01-04 21:00:00,2022,1,21,1.48308
94,0,0,0,0,1.59236,,,0.99,94,2022-01-04 22:00:00,2022,1,22,1.64896
95,0,0,0,0,1.60911,,,0.99,95,2022-01-04 23:00:00,2022,1,23,1.24217
96,0,0,0,0,1.62959,,,0.99,96,2022-01-05 00:00:00,2022,1,0,0.816429
97,0,0,0,0,1.63373,,,0.99,97,2022-01-05 01:00:00,2022,1,1,0.910977
98,0,0,0,0,1.65121,,,0.99,98,2022-01-05 02:00:00,2022,1,2,0.668666
99,0,0,0,0,1.64526,,,0.99,99,2022-01-05 03:00:00,2022,1,3,1.17843
100,0,0,0,0,1.65598,,,0.99,100,2022-01-05 04:00:00,2022,1,4,0.739942
101,0,0,0,0,1.65572,,,0.99,101,2022-01-05 05:00:00,2022,1,5,0.948538
102,0,0,0,0,1.65918,,,0.99,102,2022-01-05 06:00:00,2022,1,6,0.857125
103,0,0.0203633,-5.91621,12.2539,19.864,,,0.99,103,2022-01-05 07:00:00,2022,1,7,1.20169
104,0,0.216297,2.77227,10.647,207.726,,,0.330933,104,2022-01-05 08:00:00,2022,1,8,0.554387
105,0,0.396283,8.18003,36.2973,380.88,,,0.308761,105,2022-01-05 09:00:00,2022,1,9,1.15353
106,0,0.671028,14.3616,69.4256,648.806,,,0.30954,106,2022-01-05 10:00:00,2022,1,10,1.88693
107,0,0.572519,11.6401,69.9414,551.626,,,0.302527,107,2022-01-05 11:00:00,2022,1,11,2.60187
108,0,0.511262,10.877,63.7934,492.222,,,0.295277,108,2022-01-05 12:00:00,2022,1,12,2.96411
109,0,0.483714,11.6405,49.3448,466.015,,,0.274019,109,2022-01-05 13:00:00,2022,1,13,2.77908
110,0,0.110064,-1.45178,18.5407,105.859,,,0.228634,110,2022-01-05 14:00:00,2022,1,14,3.52868
111,0,0.0332581,-7.42004,7.22853,32.1591,,,0.357281,111,2022-01-05 15:00:00,2022,1,15,3.91712
112,0,0.00665056,-10.6315,2.60951,6.59155,,,0.99,112,2022-01-05 16:00:00,2022,1,16,2.70673
113,0,0,0,0,1.67559,,,0.99,113,2022-01-05 17:00:00,2022,1,17,2.81279
114,0,0,0,0,1.69012,,,0.99,114,2022-01-05 18:00:00,2022,1,18,1.619
115,0,0,0,0,1.69824,,,0.99,115,2022-01-05 19:00:00,2022,1,19,1.82536
116,0,0,0,0,1.71284,,,0.99,116,2022-01-05 20:00:00,2022,1,20,1.41263
117,0,0,0,0,1.71677,,,0.99,117,2022-01-05 21:00:00,2022,1,21,1.29479
118,0,0,0,0,1.72482,,,0.99,118,2022-01-05 22:00:00,2022,1,22,1.0154
119,0,0,0,0,1.72534,,,0.99,119,2022-01-05 23:00:00,2022,1,23,0.619838
120,0,0,0,0,1.72473,,,0.99,120,2022-01-06 00:00:00,2022,1,0,0.83058
121,0,0,0,0,1.72396,,,0.99,121,2022-01-06 01:00:00,2022,1,1,0.563357
122,0,0,0,0,1.723,,,0.99,122,2022-01-06 02:00:00,2022,1,2,0.35135
123,0,0,0,0,1.71879,,,0.99,123,2022-01-06 03:00:00,2022,1,3,1.0945
124,0,0,0,0,1.71818,,,0.99,124,2022-01-06 04:00:00,2022,1,4,1.04435
125,0,0,0,0,1.71717,,,0.99,125,2022-01-06 05:00:00,2022,1,5,0.607569
126,0,0,0,0,1.71759,,,0.99,126,2022-01-06 06:00:00,2022,1,6,0.842585
127,0,0.00388045,-16.6848,1.65498,3.83141,,,0.99,127,2022-01-06 07:00:00,2022,1,7,0.744777
128,0,0.0234184,-14.8529,8.82823,22.6045,,,0.99,128,2022-01-06 08:00:00,2022,1,8,0.909443
129,0,0.0517958,-11.293,26.5085,49.8517,,,0.99,129,2022-01-06 09:00:00,2022,1,9,0.725943
130,0,0.43974,3.90204,129.08,421.825,,,0.947931,130,2022-01-06 10:00:00,2022,1,10,0.773532
131,0,0.488954,5.38618,175.337,469.251,,,0.926089,131,2022-01-06 11:00:00,2022,1,11,1.05661
132,0,0.520287,6.39439,205.012,499.532,,,0.953637,132,2022-01-06 12:00:00,2022,1,12,1.37542
133,0,0.538945,7.32405,139.383,517.684,,,0.898844,133,2022-01-06 13:00:00,2022,1,13,1.40744
134,0,0.555971,8.71697,86.2612,534.471,,,0.675707,134,2022-01-06 14:00:00,2022,1,14,1.36231
135,0,0.468209,6.06434,16.8163,449.458,,,0.414796,135,2022-01-06 15:00:00,2022,1,15,1.54586
136,0,0.0565235,-5.67567,8.51686,54.4802,,,0.716222,136,2022-01-06 16:00:00,2022,1,16,1.57735
137,0,0,0,0,2.27465,,,0.99,137,2022-01-06 17:00:00,2022,1,17,1.54261
138,0,0,0,0,1.67252,,,0.99,138,2022-01-06 18:00:00,2022,1,18,1.37719
139,0,0,0,0,1.66533,,,0.99,139,2022-01-06 19:00:00,2022,1,19,1.11143
140,0,0,0,0,1.65712,,,0.99,140,2022-01-06 20:00:00,2022,1,20,1.42187
141,0,0,0,0,1.63281,,,0.99,141,2022-01-06 21:00:00,2022,1,21,1.89761
142,0,0,0,0,1.59414,,,0.99,142,2022-01-06 22:00:00,2022,1,22,1.76859
143,0,0,0,0,1.56116,,,0.99,143,2022-01-06 23:00:00,2022,1,23,1.69306
144,0,0,0,0,1.5418,,,0.99,144,2022-01-07 00:00:00,2022,1,0,1.6414
145,0,0,0,0,1.53482,,,0.99,145,2022-01-07 01:00:00,2022,1,1,1.75299
146,0,0,0,0,1.55925,,,0.99,146,2022-01-07 02:00:00,2022,1,2,1.42386
147,0,0,0,0,1.52265,,,0.99,147,2022-01-07 03:00:00,2022,1,3,1.60049
148,0,0,0,0,1.51738,,,0.99,148,2022-01-07 04:00:00,2022,1,4,1.74612
149,0,0,0,0,1.54139,,,0.99,149,2022-01-07 05:00:00,2022,1,5,1.72628
150,0,0,0,0,1.48333,,,0.99,150,2022-01-07 06:00:00,2022,1,6,3.17
151,0,0.0384049,6.68066,14.8721,38.1495,,,0.99,151,2022-01-07 07:00:00,2022,1,7,2.06259
152,0,0.342677,16.0535,28.702,332.421,,,0.880896,152,2022-01-07 08:00:00,2022,1,8,1.34724
153,0,0.63623,29.1046,91.8506,639.457,,,0.881055,153,2022-01-07 09:00:00,2022,1,9,1.19101
154,0,0.595315,33.4091,137.603,607.572,,,0.895929,154,2022-01-07 10:00:00,2022,1,10,0.815945
155,0,0.41357,28.2999,145.211,414.887,,,0.826637,155,2022-01-07 11:00:00,2022,1,11,0.636233
156,0,0.427143,29.2883,156.649,429.894,,,0.826425,156,2022-01-07 12:00:00,2022,1,12,0.722074
157,0,0.536936,28.2723,121.657,537.75,,,0.752543,157,2022-01-07 13:00:00,2022,1,13,1.56804
158,0,0.459469,25.856,62.7661,456.482,,,0.467696,158,2022-01-07 14:00:00,2022,1,14,1.30904
159,0,0.43532,27.1025,9.07429,434.609,,,0.230863,159,2022-01-07 15:00:00,2022,1,15,0.948308
160,0,0.0849309,12.7816,4.93852,83.9079,,,0.528818,160,2022-01-07 16:00:00,2022,1,16,1.38453
161,0,0,0,0,2.07429,,,0.99,161,2022-01-07 17:00:00,2022,1,17,1.42694
162,0,0,0,0,1.49959,,,0.99,162,2022-01-07 18:00:00,2022,1,18,1.34098
163,0,0,0,0,1.51828,,,0.99,163,2022-01-07 19:00:00,2022,1,19,1.70376
164,0,0,0,0,1.52601,,,0.99,164,2022-01-07 20:00:00,2022,1,20,1.49641
165,0,0,0,0,1.53343,,,0.99,165,2022-01-07 21:00:00,2022,1,21,0.946898
166,0,0,0,0,1.53327,,,0.99,166,2022-01-07 22:00:00,2022,1,22,1.31773
167,0,0,0,0,1.53351,,,0.99,167,2022-01-07 23:00:00,2022,1,23,1.44762
168,0,0,0,0,1.52261,,,0.99,168,2022-01-08 00:00:00,2022,1,0,1.78576
169,0,0,0,0,1.53028,,,0.99,169,2022-01-08 01:00:00,2022,1,1,1.7515
170,0,0,0,0,1.50649,,,0.99,170,2022-01-08 02:00:00,2022,1,2,3.52135
171,0,0,0,0,1.48332,,,0.99,171,2022-01-08 03:00:00,2022,1,3,2.48798
172,0,0,0,0,1.5435,,,0.99,172,2022-01-08 04:00:00,2022,1,4,1.33198
173,0,0,0,0,1.54749,,,0.99,173,2022-01-08 05:00:00,2022,1,5,1.42331
174,0,0,0,0,1.57954,,,0.99,174,2022-01-08 06:00:00,2022,1,6,1.12755
175,0,0.0116402,1.1661,5.47733,11.8404,,,0.99,175,2022-01-08 07:00:00,2022,1,7,0.936971
176,0,0.070506,4.0974,22.6305,68.4743,,,0.811947,176,2022-01-08 08:00:00,2022,1,8,1.32211
177,0,0.417822,15.3097,78.752,404.395,,,0.797934,177,2022-01-08 09:00:00,2022,1,9,1.55421
178,0,0.580461,24.1823,126.245,573.004,,,0.809382,178,2022-01-08 10:00:00,2022,1,10,1.03583
179,0,0.290378,16.3718,103.641,282.271,,,0.800532,179,2022-01-08 11:00:00,2022,1,11,0.780463
180,0,0.127445,10.112,48.5773,123.862,,,0.761911,180,2022-01-08 12:00:00,2022,1,12,0.384119
181,0,0.169063,11.5315,57.9962,164.024,,,0.677362,181,2022-01-08 13:00:00,2022,1,13,0.80042
182,0,0.101858,10.4174,40.6368,99.4721,,,0.726231,182,2022-01-08 14:00:00,2022,1,14,0.61126
183,0,0.159301,9.17031,25.523,154.118,,,0.58583,183,2022-01-08 15:00:00,2022,1,15,4.50143
184,0,0.0503,6.74872,7.51448,49.5226,,,0.637025,184,2022-01-08 16:00:00,2022,1,16,2.33355
185,0,0,0,0,1.73231,,,0.99,185,2022-01-08 17:00:00,2022,1,17,4.24443
186,0,0,0,0,1.51859,,,0.99,186,2022-01-08 18:00:00,2022,1,18,2.17866
187,0,0,0,0,1.5245,,,0.99,187,2022-01-08 19:00:00,2022,1,19,0.987491
188,0,0,0,0,1.56903,,,0.99,188,2022-01-08 20:00:00,2022,1,20,0.709034
189,0,0,0,0,1.58297,,,0.99,189,2022-01-08 21:00:00,2022,1,21,0.943355
190,0,0,0,0,1.58918,,,0.99,190,2022-01-08 22:00:00,2022,1,22,0.906823
191,0,0,0,0,1.58917,,,0.99,191,2022-01-08 23:00:00,2022,1,23,0.833538
192,0,0,0,0,1.60578,,,0.99,192,2022-01-09 00:00:00,2022,1,0,1.11198
193,0,0,0,0,1.61337,,,0.99,193,2022-01-09 01:00:00,2022,1,1,0.930568
194,0,0,0,0,1.62967,,,0.99,194,2022-01-09 02:00:00,2022,1,2,1.09153
195,0,0,0,0,1.64003,,,0.99,195,2022-01-09 03:00:00,2022,1,3,0.935331
196,0,0,0,0,1.65492,,,0.99,196,2022-01-09 04:00:00,2022,1,4,0.909589
197,0,0,0,0,1.66368,,,0.99,197,2022-01-09 05:00:00,2022,1,5,1.18256
198,0,0,0,0,1.6636,,,0.99,198,2022-01-09 06:00:00,2022,1,6,0.868261
199,0,0.032921,-7.90568,10.8793,31.8235,,,0.99,199,2022-01-09 07:00:00,2022,1,7,0.965555
200,0,0.414958,10.2757,16.4297,399.384,,,0.628188,200,2022-01-09 08:00:00,2022,1,8,0.372012
201,0,0.669386,19.8121,81.912,653.368,,,0.768129,201,2022-01-09 09:00:00,2022,1,9,0.740296
202,0,0.633923,16.9445,119.959,615.099,,,0.784321,202,2022-01-09 10:00:00,2022,1,10,1.16766
203,0,0.567065,14.7971,171.364,548.278,,,0.772413,203,2022-01-09 11:00:00,2022,1,11,1.43086
204,0,0.538724,16.6673,164.848,522.274,,,0.75225,204,2022-01-09 12:00:00,2022,1,12,1.11475
205,0,0.596336,17.1005,119.769,578.647,,,0.710691,205,2022-01-09 13:00:00,2022,1,13,1.39646
206,0,0.639511,21.7802,52.5359,627.05,,,0.384277,206,2022-01-09 14:00:00,2022,1,14,1.04301
207,0,0.516222,17.4393,10.3785,501.109,,,0.182708,207,2022-01-09 15:00:00,2022,1,15,1.22781
208,0,0.0832532,4.34271,5.62088,80.6815,,,0.539149,208,2022-01-09 16:00:00,2022,1,16,0.958639
209,0,0,0,0,2.05371,,,0.99,209,2022-01-09 17:00:00,2022,1,17,0.705437
210,0,0,0,0,1.60838,,,0.99,210,2022-01-09 18:00:00,2022,1,18,0.681898
211,0,0,0,0,1.61249,,,0.99,211,2022-01-09 19:00:00,2022,1,19,0.983003
212,0,0,0,0,1.6307,,,0.99,212,2022-01-09 20:00:00,2022,1,20,0.855051
213,0,0,0,0,1.63565,,,0.99,213,2022-01-09 21:00:00,2022,1,21,0.515672
214,0,0,0,0,1.63665,,,0.99,214,2022-01-09 22:00:00,2022,1,22,0.890878
215,0,0,0,0,1.63397,,,0.99,215,2022-01-09 23:00:00,2022,1,23,0.95473
216,0,0,0,0,1.6286,,,0.99,216,2022-01-10 00:00:00,2022,1,0,0.685154
217,0,0,0,0,1.59458,,,0.99,217,2022-01-10 01:00:00,2022,1,1,1.15639
218,0,0,0,0,1.57585,,,0.99,218,2022-01-10 02:00:00,2022,1,2,1.28957
219,0,0,0,0,1.58214,,,0.99,219,2022-01-10 03:00:00,2022,1,3,1.49409
220,0,0,0,0,1.60573,,,0.99,220,2022-01-10 04:00:00,2022,1,4,0.903249
221,0,0,0,0,1.60035,,,0.99,221,2022-01-10 05:00:00,2022,1,5,1.7958
222,0,0,0,0,1.5948,,,0.99,222,2022-01-10 06:00:00,2022,1,6,1.76182
223,0,0.0321685,2.23597,10.9023,31.6561,,,0.99,223,2022-01-10 07:00:00,2022,1,7,1.44633
224,0,0.427858,18.4247,19.4043,416.304,,,0.788185,224,2022-01-10 08:00:00,2022,1,8,0.666562
225,0,0.660001,27.8968,83.5643,660.666,,,0.780522,225,2022-01-10 09:00:00,2022,1,9,1.04836
226,0,0.605875,33.147,115.62,617.804,,,0.750262,226,2022-01-10 10:00:00,2022,1,10,0.617922
227,0,0.554313,25.3308,157.654,549.338,,,0.708687,227,2022-01-10 11:00:00,2022,1,11,1.51342
228,0,0.544784,23.8141,149.743,537.094,,,0.662552,228,2022-01-10 12:00:00,2022,1,12,1.96319
229,0,0.591112,28.0896,105.813,591.698,,,0.590316,229,2022-01-10 13:00:00,2022,1,13,1.34594
230,0,0.628748,34.8384,44.6282,645.292,,,0.300563,230,2022-01-10 14:00:00,2022,1,14,0.649104
231,0,0.513211,33.0318,9.04602,523.002,,,0.131247,231,2022-01-10 15:00:00,2022,1,15,0.354683
232,0,0.0915427,11.3699,3.89071,89.8434,,,0.358275,232,2022-01-10 16:00:00,2022,1,16,1.17562
233,0,0,0,0,2.02168,,,0.99,233,2022-01-10 17:00:00,2022,1,17,1.2321
234,0,0,0,0,1.55469,,,0.99,234,2022-01-10 18:00:00,2022,1,18,1.30242
235,0,0,0,0,1.54671,,,0.99,235,2022-01-10 19:00:00,2022,1,19,1.49559
236,0,0,0,0,1.55891,,,0.99,236,2022-01-10 20:00:00,2022,1,20,1.24193
237,0,0,0,0,1.54103,,,0.99,237,2022-01-10 21:00:00,2022,1,21,1.60089
238,0,0,0,0,1.57223,,,0.99,238,2022-01-10 22:00:00,2022,1,22,0.98926
239,0,0,0,0,1.52803,,,0.99,239,2022-01-10 23:00:00,2022,1,23,2.99693
240,0,0,0,0,1.52641,,,0.99,240,2022-01-11 00:00:00,2022,1,0,1.62385
241,0,0,0,0,1.56573,,,0.99,241,2022-01-11 01:00:00,2022,1,1,1.05898
242,0,0,0,0,1.51467,,,0.99,242,2022-01-11 02:00:00,2022,1,2,4.20899
243,0,0,0,0,1.44751,,,0.99,243,2022-01-11 03:00:00,2022,1,3,4.11959
244,0,0,0,0,1.45753,,,0.99,244,2022-01-11 04:00:00,2022,1,4,4.35848
245,0,0,0,0,1.45182,,,0.99,245,2022-01-11 05:00:00,2022,1,5,5.10014
246,0,0,0,0,1.47549,,,0.99,246,2022-01-11 06:00:00,2022,1,6,3.84505
247,0,0.0299181,9.45578,10.9674,30.3195,,,0.99,247,2022-01-11 07:00:00,2022,1,7,4.05711
248,0,0.316032,15.5174,21.6621,306.49,,,0.578751,248,2022-01-11 08:00:00,2022,1,8,4.03658
249,0,0.606526,23.2355,66.9277,597.026,,,0.557152,249,2022-01-11 09:00:00,2022,1,9,3.56469
250,0,0.264739,17.7299,58.4423,258.387,,,0.490225,250,2022-01-11 10:00:00,2022,1,10,3.02181
251,0,0.315289,17.949,66.1211,307.207,,,0.460631,251,2022-01-11 11:00:00,2022,1,11,3.84259
252,0,0.387422,19.7652,71.8425,378.308,,,0.419394,252,2022-01-11 12:00:00,2022,1,12,3.51957
253,0,0.245729,18.8077,40.288,240.769,,,0.374927,253,2022-01-11 13:00:00,2022,1,13,1.92002
254,0,0.61672,31.3988,38.594,624.909,,,0.208405,254,2022-01-11 14:00:00,2022,1,14,1.36073
255,0,0.515156,24.8293,8.61268,509.661,,,0.0935682,255,2022-01-11 15:00:00,2022,1,15,1.93582
256,0,0.0914699,12.0935,2.36659,89.9646,,,0.209839,256,2022-01-11 16:00:00,2022,1,16,1.3129
257,0,0,0,0,1.99524,,,0.545376,257,2022-01-11 17:00:00,2022,1,17,0.747276
258,0,0,0,0,1.54094,,,0.99,258,2022-01-11 18:00:00,2022,1,18,0.958315
259,0,0,0,0,1.56231,,,0.99,259,2022-01-11 19:00:00,2022,1,19,1.30037
260,0,0,0,0,1.55821,,,0.99,260,2022-01-11 20:00:00,2022,1,20,1.85958
261,0,0,0,0,1.56591,,,0.99,261,2022-01-11 21:00:00,2022,1,21,0.955677
262,0,0,0,0,1.5644,,,0.99,262,2022-01-11 22:00:00,2022,1,22,1.22365
263,0,0,0,0,1.55942,,,0.99,263,2022-01-11 23:00:00,2022,1,23,1.28787
264,0,0,0,0,1.52384,,,0.99,264,2022-01-12 00:00:00,2022,1,0,1.87051
265,0,0,0,0,1.51358,,,0.99,265,2022-01-12 01:00:00,2022,1,1,1.31898
266,0,0,0,0,1.51779,,,0.99,266,2022-01-12 02:00:00,2022,1,2,2.5199
267,0,0,0,0,1.46595,,,0.99,267,2022-01-12 03:00:00,2022,1,3,3.96772
268,0,0,0,0,1.46286,,,0.99,268,2022-01-12 04:00:00,2022,1,4,4.80402
